Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
liceo tito caro cittadella,46,46,110,28,0.00,https://www.scuoladvisor.it/scuole/11492,0,0,0.00,0.01,26500,"[1,1,16,13,13,13,8,6,3,10,6,5]",2026-02-21,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
liceo tito caro cittadella,48,48,110,28,0.00,https://www.scuoladvisor.it/scuole/11492,0,0,0.00,0.01,26500,"[1,1,16,13,13,13,8,6,3,10,6,5]",2026-02-21,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto impallomeni milazzo,53,53,70,7,0.00,https://www.scuoladvisor.it/scuole/14011,0,0,0.00,0.01,4850,"[23,11,11,64,11,82,82,11,11,64,82,64]",2026-02-19,"Knowledge panel, Video, Image, Related searches",navigational,Organic
ic1 san mauro torinese,47,47,110,24,0.00,https://www.scuoladvisor.it/piemonte/san-mauro-torinese,0,0,0.00,0,1470,"[18,11,11,15,11,18,15,18,54,18,18,11]",2026-03-23,"Sitelinks, Image, Related searches",navigational,Organic
don lorenzo milani romano,22,22,90,24,0.00,https://www.scuoladvisor.it/scuole/46811/don-lorenzo-milani,0,0,0.00,0.01,583000,"[12,17,17,17,12,7,35,28,23,66,12,12]",2026-02-09,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
don lorenzo milani romano,64,64,90,24,0.00,https://www.scuoladvisor.it/scuole/31406/don-lorenzo-milani,0,0,0.00,0.01,583000,"[12,17,17,17,12,7,35,28,23,66,12,12]",2026-02-09,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
don lorenzo milani romano,70,70,90,24,0.00,https://www.scuoladvisor.it/scuole/9438/liceo-don-lorenzo-milani,0,0,0.00,0.01,583000,"[12,17,17,17,12,7,35,28,23,66,12,12]",2026-02-09,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
itis negrelli feltre,51,51,140,32,0.00,https://www.scuoladvisor.it/veneto/feltre/istituto-superiore,0,0,0.00,0,3380,"[12,23,23,12,12,12,28,23,35,100,43,35]",2026-03-05,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
ic boccioni roma,28,28,70,21,0.00,https://www.scuoladvisor.it/scuole/8620,0,0,0.00,0.33,9520,"[19,19,14,19,19,14,23,33,9,52,66,66]",2026-02-12,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
liceo scientifico lissone,42,42,110,17,0.00,https://www.scuoladvisor.it/lombardia/lissone/liceo-scientifico,0,0,0.00,0.01,24700,"[8,8,8,6,6,10,8,3,3,8,10,8]",2026-03-04,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
centro scolastico giovanni paolo ii,55,55,90,18,0.00,https://www.scuoladvisor.it/scuole/44006/giovanni-paolo-ii,0,0,0.00,0.05,1060000,"[42,42,42,66,42,52,33,23,19,52,33,100]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
centro scolastico giovanni paolo ii,58,58,90,18,0.00,https://www.scuoladvisor.it/scuole/22518/ics-giovanni-paolo-ii,0,0,0.00,0.05,1060000,"[42,42,42,66,42,52,33,23,19,52,33,100]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
centro scolastico giovanni paolo ii,81,81,90,18,0.00,https://www.scuoladvisor.it/scuole/19627/ics-giovanni-paolo-ii,0,0,0.00,0.05,1060000,"[42,42,42,66,42,52,33,23,19,52,33,100]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
centro scolastico giovanni paolo ii,92,92,90,18,0.00,https://www.scuoladvisor.it/scuole/19627/ics-giovanni-paolo-ii,0,0,0.00,0.05,1060000,"[42,42,42,66,42,52,33,23,19,52,33,100]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto torricelli,96,96,210,30,0.00,https://www.scuoladvisor.it/scuole/3008,0,0,0.00,0.01,321000,"[19,29,29,23,19,19,19,29,19,44,36,36]",2026-02-13,"Local pack, Video, People also ask, Related searches",commercial,Organic
enrico mattei cerveteri,69,69,1600,12,0.00,https://www.scuoladvisor.it/scuole/31009,0,0,0.00,0.01,15600,"[44,80,80,80,44,44,16,44,10,66,24,44]",2026-02-15,"Knowledge panel, Video, Image, People also ask, Related searches","navigational, transactional",Organic
enrico mattei cerveteri,74,74,1600,12,0.00,https://www.scuoladvisor.it/scuole/31009,0,0,0.00,0.01,15600,"[44,80,80,80,44,44,16,44,10,66,24,44]",2026-02-15,"Knowledge panel, Video, Image, People also ask, Related searches","navigational, transactional",Organic
istituto comprensivo castelverde,30,30,880,26,0.00,https://www.scuoladvisor.it/lombardia/castelverde/istituto-comprensivo,0,0,0.00,0.02,11800,"[13,35,8,18,7,8,4,24,10,35,13,10]",2026-02-28,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic
istituto cristo re messina,91,91,70,22,0.00,https://www.scuoladvisor.it/scuole/49870,0,0,0.00,0,364000,"[14,18,10,22,14,22,18,14,10,18,18,14]",2026-03-04,"Local pack, Video, Featured snippet, Image, Video Carousel, Related searches",transactional,Organic
istituto comprensivo gargnano,13,13,210,26,0.00,https://www.scuoladvisor.it/scuole/45215/ic-gargnano,0,0,0.00,0,4700,"[10,13,13,10,13,13,10,4,6,24,20,24]",2026-02-06,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto comprensivo avigliano centro,26,26,110,33,0.00,https://www.scuoladvisor.it/scuole/38061,0,0,0.00,0,5060,"[5,10,7,15,12,5,7,12,19,36,12,12]",2026-02-09,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic maleo,38,38,170,10,0.00,https://www.scuoladvisor.it/lombardia/maleo/istituto-comprensivo,0,0,0.00,0,39200,"[9,15,15,15,15,12,19,19,23,66,29,23]",2026-03-03,"Local pack, People also ask, Related searches",navigational,Organic
ic maleo,43,43,170,10,0.00,https://www.scuoladvisor.it/lombardia/maleo/istituto-comprensivo,0,0,0.00,0,39200,"[9,15,15,15,15,12,19,19,23,66,29,23]",2026-03-03,"Local pack, People also ask, Related searches",navigational,Organic
istituto comprensivo castelbuono,33,33,140,25,0.00,https://www.scuoladvisor.it/sicilia/castelbuono/istituto-comprensivo,0,0,0.00,0,7510,"[43,82,28,28,23,23,17,17,17,53,23,43]",2026-03-04,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
itis avogadro torino,65,65,1600,40,1.01,https://www.scuoladvisor.it/scuole/31839,0,0,0.00,0.01,23700,"[65,82,55,44,34,44,34,34,30,65,65,44]",2026-02-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
iti g marconi pontedera,84,84,720,17,0.00,https://www.scuoladvisor.it/scuole/2367/iti-g-marconi,0,0,0.00,0,5940,"[30,36,30,36,16,24,54,41,20,36,30,30]",2026-02-16,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
iti g marconi pontedera,90,90,720,17,0.00,https://www.scuoladvisor.it/scuole/2367/iti-g-marconi,0,0,0.00,0,5940,"[30,36,30,36,16,24,54,41,20,36,30,30]",2026-02-16,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo brugnera,25,25,260,25,0.00,https://www.scuoladvisor.it/friuli-venezia-giulia/brugnera/istituto-comprensivo,0,0,0.00,0,0,"[21,21,17,17,17,21,17,14,17,72,26,21]",2026-02-28,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
is leopoldo pirelli,15,15,140,27,0.00,https://www.scuoladvisor.it/scuole/45542/iis-leopoldo-pirelli-cat,0,0,0.00,0.01,344000,"[8,8,18,23,11,11,23,100,11,28,18,18]",2026-02-06,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic bisuschio,31,31,70,26,0.00,https://www.scuoladvisor.it/lombardia/bisuschio/istituto-comprensivo,0,0,0.00,0,4630,"[12,17,12,10,10,12,12,12,17,66,28,17]",2026-02-28,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
cap ardenno,57,57,110,23,0.00,https://www.scuoladvisor.it/scuole/32741/ardenno-cap,0,0,0.00,0,8440,"[64,64,52,52,52,64,64,82,82,100,82,64]",2026-02-24,"Instant answer, Image, People also ask, Related searches",informational,Organic
cap ardenno,61,61,110,23,0.00,https://www.scuoladvisor.it/scuole/32741/ardenno-cap,0,0,0.00,0,8440,"[64,64,52,52,52,64,64,82,82,100,82,64]",2026-02-24,"Instant answer, Image, People also ask, Related searches",informational,Organic
ic fratelli cervi limbiate,19,19,110,14,0.00,https://www.scuoladvisor.it/scuole/28167/flli-cervi,0,0,0.00,0.01,2320,"[21,28,28,43,43,34,100,43,34,34,6,6]",2026-02-15,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
ic calolziocorte,35,35,880,28,0.00,https://www.scuoladvisor.it/lombardia/calolziocorte/istituto-comprensivo,0,0,0.00,0.02,12100,"[20,36,24,30,24,30,36,36,20,66,54,41]",2026-02-26,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
liceo classico milano beccaria,66,66,110,31,0.00,https://www.scuoladvisor.it/scuole/24609/lclassico-c-beccaria,0,0,0.00,0.02,28400,"[52,52,33,52,33,42,42,42,33,80,66,52]",2026-02-08,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
archia siracusa,53,53,110,8,0.00,https://www.scuoladvisor.it/scuole/439/xi-ic-archia-siracusa,0,0,0.00,0,15300,"[23,28,23,23,17,17,23,17,17,66,28,28]",2026-02-28,"Local pack, Image, People also ask, Related searches",navigational,Organic
g.b. vico ragusa,21,21,140,19,0.00,https://www.scuoladvisor.it/scuole/18650,0,0,0.00,0,97300,"[0,0,100,29,18]",2026-02-20,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
inveges,25,25,110,35,0.00,https://www.scuoladvisor.it/scuole/48600,0,0,0.00,0,25000,"[19,29,19,23,19,12,12,6,9,29,12,12]",2026-02-24,"Knowledge panel, Sitelinks, Video, Image, Related searches, See results about",navigational,Organic
ic santa chiara enna,19,19,720,28,0.00,https://www.scuoladvisor.it/scuole/1650,0,0,0.00,0,20500,"[24,30,30,34,24,34,20,3,4,24,34,34]",2026-02-21,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic bernezzo,55,55,110,15,0.00,https://www.scuoladvisor.it/piemonte/bernezzo/istituto-comprensivo,0,0,0.00,0,0,"[28,21,21,21,21,53,34,43,100,43,21,34]",2026-03-13,"Knowledge panel, Image, Related searches",navigational,Organic
ic randaccio monfalcone,22,22,70,,0.00,https://www.scuoladvisor.it/scuole/26278/randaccio-giovanni,0,0,0.00,0,1990,"[17,23,12,23,12,12,23,12,12,43,23,17]",2026-02-12,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto comprensivo matese piedimonte matese,50,50,1000,21,0.00,https://www.scuoladvisor.it/campania/piedimonte-matese,0,0,0.00,0,9850,"[41,66,66,66,54,54,41,5,10,54,41,41]",2026-02-26,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
autoscuola due carrare,42,42,110,24,0.00,https://www.scuoladvisor.it/veneto/due-carrare/scuola-primo-grado,0,0,0.00,0,0,"[64,52,82,82,100,82,64,82,64,64,41,64]",2026-03-14,"Knowledge panel, Image, Related searches",informational,Organic
istituto d aguirre,15,15,260,39,0.00,https://www.scuoladvisor.it/scuole/4585/iiss-f-daguirre-d-alighieri,0,0,0.00,0,282000,"[21,32,32,39,32,39,26,5,5,39,39,39]",2026-02-09,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
iis pertini crotone,45,45,70,16,0.00,https://www.scuoladvisor.it/scuole/46727,0,0,0.00,0.33,5300,"[14,78,78,14,14,14,14,14,14,78,100,100]",2026-02-15,"Local pack, Video, Image, Related searches",navigational,Organic
istituto comprensivo tarcento,24,24,480,26,0.00,https://www.scuoladvisor.it/friuli-venezia-giulia/tarcento/istituto-comprensivo,0,0,0.00,0,0,"[36,36,36,30,30,36,30,24,100,45,45,24]",2026-03-09,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
liceo artistico aversa,84,84,590,30,0.00,https://www.scuoladvisor.it/campania/aversa/liceo-artistico,0,0,0.00,0,0,"[20,8,13,10,8,8,8,13,36,13,10,8]",2026-03-07,"Knowledge panel, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
ipsar amerigo vespucci,52,52,1300,37,0.00,https://www.scuoladvisor.it/scuole/10328,0,0,0.00,0.07,4700,"[41,66,66,54,54,54,79,36,20,41,54,100]",2026-02-22,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
i.c. virgilio roma,74,74,390,29,0.00,https://www.scuoladvisor.it/scuole/6188/virgilio,0,0,0.00,0,559000,"[23,29,44,44,36,36,36,36,29,100,54,36]",2026-02-07,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic convitto nazionale benevento,74,74,70,22,0.00,https://www.scuoladvisor.it/scuole/1464,0,0,0.00,0.33,9180,"[9,52,52,52,9,66,9,9,9,9,9,66]",2026-02-15,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
i c corrado melone,26,26,140,28,0.00,https://www.scuoladvisor.it/scuole/37881/scuola-infanzia-corrado-melone,0,0,0.00,0,6980,"[32,21,0,0,0,0,0,0,0,48,32,39]",2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic magliano dei marsi,57,57,70,17,0.00,https://www.scuoladvisor.it/abruzzo/magliano-de-marsi,0,0,0.00,0.33,7400,"[5,9,6,9,6,12,15,12,15,15,2,2]",2026-03-05,"People also ask, Related searches",navigational,Organic
cesaro vesevus,33,33,110,38,0.00,https://www.scuoladvisor.it/scuole/17708,0,0,0.00,0,4780,"[12,29,19,23,19,9,5,5,5,15,12,9]",2026-02-24,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
via giulio lusi,41,41,140,26,0.00,https://www.scuoladvisor.it/scuole/31929/frolice-ariano-irpino,0,0,0.00,0.03,34700,"[42,42,42,52,80,80,66,80,80,80,80,100]",2026-02-06,"Knowledge panel, Sitelinks, Video, Image",informational,Organic
iis alberti dante,36,36,1000,30,0.00,https://www.scuoladvisor.it/scuole/43271,0,0,0.00,0,47600,"[30,30,34,44,34,30,30,24,20,55,44,34]",2026-02-25,"Local pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
iis alberti dante,38,38,1000,30,0.00,https://www.scuoladvisor.it/scuole/43271,0,0,0.00,0,47600,"[30,30,34,44,34,30,30,24,20,55,44,34]",2026-02-25,"Local pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
istituto renato fucini,59,59,90,25,0.00,https://www.scuoladvisor.it/scuole/45787/via-r-fucini-265,0,0,0.00,0,21900,"[11,11,18,18,15,15,15,23,15,28,18,8]",2026-02-09,"Local pack, Sitelinks, Image, People also ask, Related searches",navigational,Organic
istituto tecnico industriale ettore majorana milazzo,25,25,140,10,0.00,https://www.scuoladvisor.it/scuole/12710/istituto-tecnico-tecnologico-emajorana,0,0,0.00,0,2890,"[100,81,53,43,34,15,21,15,28,43,28,21]",2026-02-07,"Knowledge panel, Video, Image, People also ask, Related searches","informational, navigational",Organic
radice ovidio,15,15,90,,0.00,https://www.scuoladvisor.it/scuole/18477/iclombardo-radice-ovidio,0,0,0.00,0,71400,"[82,64,82,82,82,82,29,11,11,11,29,41]",2026-02-07,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
radice ovidio,22,22,90,,0.00,https://www.scuoladvisor.it/scuole/18477/iclombardo-radice-ovidio,0,0,0.00,0,71400,"[82,64,82,82,82,82,29,11,11,11,29,41]",2026-02-07,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
besta sondrio,28,28,110,13,0.00,https://www.scuoladvisor.it/scuole/49123/istituto-professionale-besta-fossati,0,0,0.00,0,64200,"[28,35,28,28,23,28,28,23,28,35,28,23]",2026-02-06,"Knowledge panel, Image pack, People also ask, Related searches","informational, transactional",Organic
liceo ginnasio statale ernesto cairoli via dante alighieri varese va,37,37,70,20,0.00,https://www.scuoladvisor.it/scuole/2600,0,0,0.00,0.07,1610,"[14,14,78,78,14,100,14,14,14,78,100,100]",2026-02-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
liceo ginnasio statale ernesto cairoli via dante alighieri varese va,51,51,70,20,0.00,https://www.scuoladvisor.it/scuole/2600,0,0,0.00,0.07,1610,"[14,14,78,78,14,100,14,14,14,78,100,100]",2026-02-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
scuole superiori sezze,38,38,260,25,0.00,https://www.scuoladvisor.it/lazio/sezze/istituto-superiore,0,0,0.00,0.01,9780,"[23,29,36,36,36,44,36,15,15,54,54,44]",2026-03-05,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",navigational,Organic
ic darsena ravenna,45,45,170,12,0.00,https://www.scuoladvisor.it/scuole/33340/g-garibaldi,0,0,0.00,0,7990,"[15,15,10,15,10,15,19,15,19,44,23,19]",2026-02-25,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
ic bernareggio,15,15,1000,29,0.00,https://www.scuoladvisor.it/lombardia/bernareggio/istituto-comprensivo,0,0,0.00,0,0,"[41,41,36,54,100,41,13,13,54,54,54,36]",2026-03-08,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
iiss pertini anelli pinto,19,19,140,21,0.00,https://www.scuoladvisor.it/scuole/7803,0,0,0.00,0,2890,"[42,53,53,53,53,65,53,42,34,100,80,65]",2026-02-15,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
istituto rapisardi paternò,20,20,110,31,0.00,https://www.scuoladvisor.it/scuole/49359/is-rapisardi-paterno,0,0,0.00,0.01,6010,"[5,28,28,28,28,35,23,7,12,43,43,28]",2026-02-10,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ics rita levi montalcini,95,95,70,33,0.00,https://www.scuoladvisor.it/scuole/41213/ic-rita-levi-montalcini,0,0,0.00,0.03,0,"[0,3,11,3,1,3,3,11,0,0,2,1]",2026-03-09,"Local pack, Video, Related searches",commercial,Organic
istituto fantoni clusone,50,50,720,30,0.00,https://www.scuoladvisor.it/scuole/27365,0,0,0.00,0,7670,"[31,46,31,31,25,31,46,20,25,52,68,68]",2026-02-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
crispi vetri,49,49,90,21,0.00,https://www.scuoladvisor.it/scuole/23897/paolo-vetri,0,0,0.00,0.33,522000,"[0,0,0,0,0,0,0,0,0,100,2,2]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo amendolara,33,33,110,31,0.00,https://www.scuoladvisor.it/scuole/20658/sc-primaria-amendolara-centro,0,0,0.00,0,5220,"[12,12,12,19,15,19,9,6,12,23,15,9]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic poliziano firenze,22,22,170,26,0.00,https://www.scuoladvisor.it/scuole/24191/poliziano,0,0,0.00,0,15800,"[28,35,35,43,23,43,43,43,43,100,43,53]",2026-02-12,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto comprensivo statale giuliana saladino,15,15,260,32,0.00,https://www.scuoladvisor.it/scuole/1794/ic-giuliana-saladino-pa,0,0,0.00,0.1,2240,"[28,28,28,54,100,35,44,28,23,66,81,54]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto superiore lombardini,43,43,320,31,0.00,https://www.scuoladvisor.it/scuole/16818/maddalena-laura-lombardini,0,0,0.00,0.03,21300,"[36,29,36,36,29,36,29,19,12,100,54,54]",2026-02-07,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto comprensivo arcene,28,28,590,30,0.00,https://www.scuoladvisor.it/lombardia/arcene/istituto-comprensivo,0,0,0.00,0,152,"[36,30,30,45,45,36,16,24,81,45,36,16]",2026-03-06,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
liceo scientifico volta torino,53,53,210,14,0.00,https://www.scuoladvisor.it/scuole/18138,0,0,0.00,0.02,943000,"[35,35,18,18,11,18,23,28,23,66,66,44]",2026-02-16,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
